form	lemma	POS	morph
Letra	lẹtra	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
Oliveir	Oliveir	NOMpro	NOMB.=s|GENRE=m|CAS=n
Malneir	Malneir	NOMpro	NOMB.=s|GENRE=m|CAS=n
comandador	comandadọr	NOMcom	NOMB.=s|GENRE=m|CAS=n
d	de	PRE	MORPH=empty
Erbert	Erbers	NOMpro	NOMB.=s|GENRE=m|CAS=n
li	li3	DETdef	NOMB.=s|GENRE=m|CAS=n
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
sailada	sagelar	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
es	ęser	PRE.DETdef	DEGRE=-
cossolatz	consolat	VERppe	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
mercres	męrcres	NOMcom	NOMB.=s|GENRE=m|CAS=n
apres	apręs	ADVgen	DEGRE=-
li	lo2	DETdef	NOMB.=s|GENRE=m|CAS=n
Totz_Saints	Totsant	NOMpro	NOMB.=s|GENRE=m|CAS=n
anno	annus	NOMcom	NOMB.=s|GENRE=m|CAS=r
VII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
del	de+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
sael	sagęl	NOMcom	NOMB.=s|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
vila	vila	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Prezent	prezẹn	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Jacme	Jacme	NOMpro	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
Baisac	Baisac	NOMpro	NOMB.=s|GENRE=m|CAS=n
W	W	CONcoo	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
Rodeir	Rodeir	NOMpro	NOMB.=s|GENRE=m|CAS=n
W	W	CONcoo	MORPH=empty
Salamos	Salamo	NOMpro	NOMB.=s|GENRE=m|CAS=n
P	P	PRE	MORPH=empty
Merseir	Merseir	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
Ponpinhac	Ponpinhac	NOMpro	NOMB.=s|GENRE=m|CAS=n
cossols	consol	VERppe	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
la	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
vila	vila	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Prezent	prezẹn	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
D	D	PRE	MORPH=empty
Costansi	Costansi	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
S	S	CONsub	DEGRE=-
de	de	PRE	MORPH=empty
Chalinotz	Chalinotz	VERppe	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
jone	jọveṉ	NOMcom	NOMB.=p|GENRE=m|CAS=n|DEGRE=p
Malneir	Malneir	NOMpro	NOMB.=s|GENRE=m|CAS=n
filh	filh	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
W	W	CONcoo	MORPH=empty
Malneir	Malneir	NOMpro	NOMB.=s|GENRE=m|CAS=n
achatar	acaptar	VERinf	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
marc	marc	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
aur	aur	ADVgen	DEGRE=-
so	so	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r
es	ęser	PRE.DETdef	DEGRE=-
a	a2	PRE	MORPH=empty
sabeir	saber	VERinf	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dusmini	domini	ADVgen	DEGRE=-
apres	apręs	ADVgen	DEGRE=-
Saint_Matias	Sanh_Matias	NOMpro	NOMB.=p|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
feureir	febrier	VERinf	MORPH=empty
anno	annus	NOMcom	NOMB.=s|GENRE=m|CAS=r
VII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
paiet	pagar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
Jo	Jo	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Tondeires	Tondeire	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
D	D	PRE	MORPH=empty
Simion	Simion	NOMcom	NOMB.=s|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
Chatart	Chatart	NOMpro	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
Gozon	Gozon	NOMpro	NOMB.=s|GENRE=m|CAS=r
prezent	prezẹn	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Dtet	D	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Ponpinhac	Ponpinhac	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
Minonet	Minonet	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Cosodeirs	Cosodeirs	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
Jo	Jo	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
Bodet	Bodet	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
W	W	CONcoo	MORPH=empty
Pons	Pons	NOMcom	NOMB.=s|GENRE=m|CAS=n
dal	da+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
Port	Port	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
I	@num@	PROcar	NOMB.=s|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
contaduras	comtadọra	VERppa	DEGRE=-
dal	da+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
marc	marc	ADVgen	DEGRE=-
desus	desus	ADVgen	DEGRE=-
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XXXVIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
costet	costar	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
demager	damnatjar	NOMcom	MORPH=empty
las	lo2	DETdef	PERS.=3|NOMB.=p|GENRE=m|CAS=r
XLVI	@num@	PROper.PROper	NOMB.=p|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
e	e	CONcoo	MORPH=empty
XIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
IIII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
desus	desus	ADVgen	DEGRE=-
dista	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
D	D	PRE	MORPH=empty
Proet	Proet	ADJqua	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
W	W	CONcoo	MORPH=empty
Porteir	Porteir	VERinf	MORPH=empty
e	e	CONcoo	MORPH=empty
Hugo	Ugo	NOMpro	NOMB.=s|GENRE=m|CAS=n
Tisseir	Tiseir	VERinf	MORPH=empty
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XV	@num@	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
despendet	despẹndre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
maistre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
d	de	PRE	MORPH=empty
Ornho	Ornho	VERppe	DEGRE=-
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
geus	jǫus	VERppe	NOMB.=s|GENRE=m|CAS=n
avans	avan	ADVgen	DEGRE=-
Saint_Gorgori	Sanh_Gregori	NOMpro	NOMB.=p|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
marts	martz2	VERppe	NOMB.=s|GENRE=m|CAS=n
anno	annus	NOMcom	NOMB.=s|GENRE=m|CAS=r
Mº_CCCºVII	@num@	NOMpro	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
lhi	lo2	NOMcom	NOMB.=s|GENRE=m|CAS=r
asira	asiza	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
dal	da+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
bailio	bailiu	VERppe	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
Monfferan	Monferan	NOMpro	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
duret	durar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
lhi	lo2	NOMcom	NOMB.=s|GENRE=m|CAS=r
asira	asiza	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
geus	jǫus	VERppe	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
venres	vẹnre	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
sapte	sabde	VERppe	NOMB.=s|GENRE=f|CAS=n
e	e	CONcoo	MORPH=empty
los	lo2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
tres	@num@	ADVgen	DEGRE=-
jorn	jọrn	NOMcom	NOMB.=s|GENRE=m|CAS=r
plediemes	plaidar	ADJqua	NOMB.=s|GENRE=m|CAS=n
enseguent	ensęgre	ADVgen	DEGRE=-
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
VII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
costet	costar	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
lhi	lo2	NOMcom	NOMB.=s|GENRE=m|CAS=r
letra	lẹtra	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
lhi	lo2	NOMcom	NOMB.=s|GENRE=m|CAS=r
cosol	consol	NOMcom	NOMB.=s|GENRE=m|CAS=r
doneront	donar	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
a	a2	PRE	MORPH=empty
D	D	PRE	MORPH=empty
Proet	Proet	ADJqua	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
las	lo2	DETdef	PERS.=3|NOMB.=p|GENRE=m|CAS=r
XLVI	@num@	PROper.PROper	NOMB.=p|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
desus	desus	ADVgen	DEGRE=-
distas	dire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
e	e	CONcoo	MORPH=empty
a	a2	PRE	MORPH=empty
W	W	CONcoo	MORPH=empty
Porteir	Porteir	VERinf	MORPH=empty
e	e	CONcoo	MORPH=empty
a	a2	PRE	MORPH=empty
Hugo	Ugo	NOMpro	NOMB.=s|GENRE=m|CAS=n
Tiseir	Tiseir	VERinf	MORPH=empty
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
X	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
per	pẹr	NOMcom	MORPH=empty
V	@num@	PROper	NOMB.=p|GENRE=m|CAS=n
gatjamenz	gatjamẹn	NOMpro	NOMB.=s|GENRE=m|CAS=n
que	que	CONsub	MORPH=empty
nos	nọs	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
fe	faire	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Jonetz	Jonet	VERppe	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
P	P	PRE	MORPH=empty
Drac	Drac	NOMpro	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
D	D	PRE	MORPH=empty
Proet	Proet	ADJqua	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
W	W	CONcoo	MORPH=empty
Porteir	Porteir	VERinf	MORPH=empty
e	e	CONcoo	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
Hugo	Ugo	NOMpro	NOMB.=s|GENRE=m|CAS=n
Tiseir	Tiseir	VERinf	MORPH=empty
Soma	sọma	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
LV	@num@	DETdef	NOMB.=s|GENRE=m|CAS=n
£	liura	CONcoo	MORPH=empty
V	@num@	PROper	NOMB.=p|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XVIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
despendet	despẹndre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
D	D	PRE	MORPH=empty
d	de	PRE	MORPH=empty
Ornho	Ornho	VERppe	DEGRE=-
am	ab	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
tres	@num@	ADVgen	DEGRE=-
daus	da+lo2	NOMcom	NOMB.=s|GENRE=m|CAS=n
cosols	consol	VERppe	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
P	P	PRE	MORPH=empty
de	de	PRE	MORPH=empty
Gozon	Gozon	NOMpro	NOMB.=s|GENRE=m|CAS=r
ches	chas	NOMcom	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
P	P	PRE	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
venres	vẹnre	NOMcom	NOMB.=s|GENRE=m|CAS=n
enseguent	ensęgre	ADVgen	DEGRE=-
de	de	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
peisso	peisọṉ	NOMpro	NOMB.=s|GENRE=m|CAS=n
costet	costar	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
XI	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
daus	da+lo2	NOMcom	NOMB.=s|GENRE=m|CAS=n
despens	despẹns	VERcjg	NOMB.=s|GENRE=m|CAS=n
desus	desus	ADVgen	DEGRE=-
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
remanent	remanẹn	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
fo	ęser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
en	ẹn3	PRE	MORPH=empty
pa	paṉ	PRE	MORPH=empty
e	e	CONcoo	MORPH=empty
en	ẹn3	PRE	MORPH=empty
vi	viṉ	VERcjg	MODE=imp|PERS.=2|NOMB.=s
e	e	CONcoo	MORPH=empty
en	ẹn3	PRE	MORPH=empty
potatge	potatge	NOMcom	NOMB.=s|GENRE=f|CAS=r
et	e	CONcoo	MORPH=empty
am	ab	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
rains	razim	NOMcom	NOMB.=p|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
am	ab	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
fighas	figa	NOMcom	NOMB.=s|GENRE=m|CAS=n
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
VIII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
despendet	despẹndre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
maistre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
d	de	PRE	MORPH=empty
Ornho	Ornho	VERppe	DEGRE=-
e	e	CONcoo	MORPH=empty
sos	sọṉ2	PRE	MORPH=empty
neps	nebot	NOMcom	MORPH=empty
ches	chas	NOMcom	NOMB.=s|GENRE=m|CAS=n
los	lo2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
fraire	fraire	NOMcom	NOMB.=s|GENRE=m|CAS=n
menors	menọr	ADVgen	DEGRE=-
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
sapte	sabde	VERppe	NOMB.=s|GENRE=f|CAS=n
enseguent	ensęgre	ADVgen	DEGRE=-
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XVIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
costet	costar	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
I	@num@	PROcar	NOMB.=s|GENRE=m|CAS=r
cartairos	cartairọṉ	ADJqua	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
teuletas	teulẹta	VERcjg	NOMB.=s|GENRE=m|CAS=n
dauradas	daurar	VERppa	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
sapte	sabde	VERppe	NOMB.=s|GENRE=f|CAS=n
desus	desus	ADVgen	DEGRE=-
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
foront	ęser	ADVgen	DEGRE=-
achaptadas	acaptar	VERppa	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
maitre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
d	de	PRE	MORPH=empty
Ornho	Ornho	VERppe	DEGRE=-
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XI	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
III	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
d	denier	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
despendet	despẹndre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mastre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
d	de	PRE	MORPH=empty
Ornho	Ornho	VERppe	DEGRE=-
e	e	CONcoo	MORPH=empty
ses	sos	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r
neps	nebot	NOMcom	MORPH=empty
e	e	CONcoo	MORPH=empty
III	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
daus	da+lo2	NOMcom	NOMB.=s|GENRE=m|CAS=n
cosols	consol	VERppe	NOMB.=s|GENRE=m|CAS=n
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dusmini	domini	ADVgen	DEGRE=-
enseguent	ensęgre	ADVgen	DEGRE=-
que	que	CONsub	MORPH=empty
falhit	falhir	VERppe	NOMB.=s|GENRE=m|CAS=r
lhi	lo2	NOMcom	NOMB.=s|GENRE=m|CAS=r
asira	asiza	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
dal	da+lo2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
bailio	bailiu	VERppe	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
mastre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
s	sẹ	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
en	ẹn3	PRE	MORPH=empty
anet	anar	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
apres	apręs	ADVgen	DEGRE=-
dinar	dinar	ADVgen	MORPH=empty
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
VII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
IIII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
paiemes	pagar	NOMcom	NOMB.=s|GENRE=m|CAS=n
ches	chas	NOMcom	NOMB.=s|GENRE=m|CAS=n
S	S	CONsub	DEGRE=-
de	de	PRE	MORPH=empty
Biuolet	Biuolet	NOMpro	NOMB.=s|GENRE=m|CAS=r
per	pẹr	NOMcom	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
otalatge	ostalatge	NOMcom	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
maistre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
d	de	PRE	MORPH=empty
Ornho	Ornho	VERppe	DEGRE=-
e	e	CONcoo	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
los	lo2	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
despens	despẹns	VERcjg	NOMB.=s|GENRE=m|CAS=n
chavaus	caval	NOMcom	NOMB.=s|GENRE=m|CAS=n
e	e	CONcoo	MORPH=empty
per	pẹr	NOMcom	MORPH=empty
ferar	ferrar	VERinf	MORPH=empty
Soma	sọma	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
IIII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=r
£	liura	CONcoo	MORPH=empty
XII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
e	e	CONcoo	MORPH=empty
I	@num@	PROcar	NOMB.=s|GENRE=m|CAS=r
d	denier	PRE	MORPH=empty
asira	asiza	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
desus	desus	ADVgen	DEGRE=-
dista	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XX	@num@	DETcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
mosen	mossenher	NOMcom	NOMB.=s|GENRE=m|CAS=n
P	P	PRE	MORPH=empty
de	de	PRE	MORPH=empty
Chaslhuc	Chaslhu	NOMcom	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
asira	asiza	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
desus	desus	ADVgen	DEGRE=-
dista	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
e	e	CONcoo	MORPH=empty
parlet	parlar	NOMpro	NOMB.=s|GENRE=m|CAS=n
contra	cọntra	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
percurador	procuradọr	NOMcom	NOMB.=s|GENRE=m|CAS=n
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
rei	rẹi	NOMcom	NOMB.=s|GENRE=m|CAS=r
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
XL	@num@	ADJord	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
ac	avẹr	ADVgen	DEGRE=-
Guilheme	Guilheme	NOMpro	NOMB.=s|GENRE=f|CAS=n
Gio	Gio	NOMpro	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
Chaldas_Aiguas	Chaldas_Aiguas	NOMcom	NOMB.=s|GENRE=m|CAS=n
per	pẹr	NOMcom	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
asira	asiza	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
desus	desus	ADVgen	DEGRE=-
dista	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
II	@num@	PROcar	NOMB.=p|GENRE=m|CAS=n
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
que	que	CONsub	MORPH=empty
donemes	donar	VERppe	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
l	lo2	DETdef	NOMB.=s|GENRE=f|CAS=n
escudeir	escudier	NOMcom	NOMB.=s|GENRE=m|CAS=n
a	a2	PRE	MORPH=empty
maistre	maestre	NOMcom	NOMB.=s|GENRE=m|CAS=n
D	D	PRE	MORPH=empty
d	de	PRE	MORPH=empty
Ornho	Ornho	VERppe	DEGRE=-
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
dusmini	domini	ADVgen	DEGRE=-
desus	desus	ADVgen	DEGRE=-
dist	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Item	item	NOMpro	NOMB.=s|GENRE=m|CAS=n
IIII	@num@	PROcar	NOMB.=p|GENRE=m|CAS=r
£	liura	CONcoo	MORPH=empty
e	e	CONcoo	MORPH=empty
XIII	@num@	DETcar	NOMB.=p|GENRE=m|CAS=r
s	sol	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
per	pẹr	NOMcom	MORPH=empty
I	@num@	PROcar	NOMB.=s|GENRE=m|CAS=r
prezent	prezẹn2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
donemes	donar	VERppe	NOMB.=s|GENRE=m|CAS=n
al	al2	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r
bailio	bailiu	VERppe	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
salsa	salsa	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
lo	lo2	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
